created_at,id,full_text,user_name,user_screen_name,user_location,user_description,lang,clean_text,usernames,hashtags,links,sentiment
Thu Mar 12 16:45:44 +0000 2020,1238144152006578176,"RT @GovLarryHogan: Today we are announcing the first case of community transmission of COVID-19 in Maryland. The patient, whose case was fi…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Today we are announcing the first case of community transmission of COVID 19 in Maryland The patient whose case was fi,GovLarryHogan,,,0.25
Thu Mar 12 14:21:29 +0000 2020,1238107852654272512,"All Maryland Department of Veterans Affairs facilities, including Charlotte’s Hall Veterans Home, have been directed to adhere to the same guidance announced yesterday for long-term care facilities, including prohibiting staff from international travel: https://t.co/nfXoPbGJFe",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,All Maryland Department of Veterans Affairs facilities including Charlotte s Hall Veterans Home have been directed to adhere to the same guidance announced yesterday for long term care facilities including prohibiting staff from international travel,,,https://t.co/nfXoPbGJFe,-0.016666666666666666
Thu Mar 12 14:21:29 +0000 2020,1238107851374997505,".@MarylandConnect is working to establish a special enrollment period specifically for coronavirus.

For health resources regarding #COVID19, including case counts and clinician guidance, visit: https://t.co/IapRlf38KX.",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,is working to establish a special enrollment period specifically for coronavirus For health resources regarding COVID19 including case counts and clinician guidance visit,MarylandConnect,COVID19,https://t.co/IapRlf38KX.,0.35714285714285715
Thu Mar 12 14:21:29 +0000 2020,1238107850263556096,".@MD_MVA will immediately begin moving toward an all-appointments system for all transactions in order to eliminate walk-ins, reduce foot traffic, and keep crowds to a minimum.",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,MVA will immediately begin moving toward an all appointments system for all transactions in order to eliminate walk ins reduce foot traffic and keep crowds to a minimum,MD_MVA,,,0.0
Thu Mar 12 14:21:28 +0000 2020,1238107849139486720,".@MDPublicSafety is discontinuing visits for individuals in infirmaries, reducing programs and movement within facilities, providing more video visitation opportunities, and requiring staff who exhibit flu-like symptoms to remain home.",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,is discontinuing visits for individuals in infirmaries reducing programs and movement within facilities providing more video visitation opportunities and requiring staff who exhibit flu like symptoms to remain home,MDPublicSafety,,,0.5
Thu Mar 12 14:21:28 +0000 2020,1238107847403036684,"Maryland now has 12 confirmed cases of #COVID19.

@GovLarryHogan has announced the following new actions for state agencies: https://t.co/IeCmhxrHxf https://t.co/k7zVmeJiOC",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Maryland now has 12 confirmed cases of COVID19 has announced the following new actions for state agencies,GovLarryHogan,COVID19,"https://t.co/IeCmhxrHxf,https://t.co/k7zVmeJiOC",0.1787878787878788
Thu Mar 12 00:13:39 +0000 2020,1237894485683482624,"RT @GovLarryHogan: We have confirmed three additional cases of COVID-19 in Maryland, and @MDHealthDept has begun thorough investigations. T…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, We have confirmed three additional cases of COVID 19 in Maryland and has begun thorough investigations T,"GovLarryHogan,MDHealthDept",,,0.4
Wed Mar 11 20:14:38 +0000 2020,1237834337095045120,"RT @GovLarryHogan: LIVE COVID-19 Update - March 11, 2020

https://t.co/9kImaRRopt",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, LIVE COVID 19 Update March 11 2020,GovLarryHogan,,https://t.co/9kImaRRopt,0.13636363636363635
Wed Mar 11 18:39:53 +0000 2020,1237810492254466048,"Adults age 60+ are at higher risk for serious #COVID19 illness.

Find answers to how COVID-19 relates specifically to older adults at: https://t.co/nn3YRb4tnZ https://t.co/WNU0pPSGgM",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Adults age 60 are at higher risk for serious COVID19 illness Find answers to how COVID 19 relates specifically to older adults at,,COVID19,"https://t.co/nn3YRb4tnZ,https://t.co/WNU0pPSGgM",0.02777777777777778
Wed Mar 11 17:14:38 +0000 2020,1237789039094308865,RT @GovLarryHogan: Officials have confirmed that a Montana resident visiting Anne Arundel Co. has tested positive for COVID-19. ***While th…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Officials have confirmed that a Montana resident visiting Anne Arundel Co has tested positive for COVID 19 While th,GovLarryHogan,,,0.31363636363636366
Wed Mar 11 16:24:03 +0000 2020,1237776308928516097,RT @CDCgov: Clean hands keep you healthy and can stop germs from spreading to others. What you need to know about handwashing: https://t.co…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Clean hands keep you healthy and can stop germs from spreading to others What you need to know about handwashing,CDCgov,,https://t.co…,0.43333333333333335
Wed Mar 11 14:05:05 +0000 2020,1237741338117865472,"@TheAngieMac Absolutely, please share.",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Absolutely please share,TheAngieMac,,,0.2
Tue Mar 10 21:56:07 +0000 2020,1237497486425624576,RT @GovLarryHogan: State officials have confirmed the 9th positive case of COVID-19 in Maryland. It is a Montgomery County resident—a woman…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, State officials have confirmed the 9th positive case of COVID 19 in Maryland It is a Montgomery County resident a woman,GovLarryHogan,,,0.31363636363636366
Tue Mar 10 21:30:48 +0000 2020,1237491118117249024,Older adults may be at higher risk for serious #COVID19 illness. @MDHealthDept is publishing the following recommendations for all Senior Care Facilities to help deter the spread of COVID-19: https://t.co/nfXoPbGJFe https://t.co/2lvipAwbRf,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Older adults may be at higher risk for serious COVID19 illness is publishing the following recommendations for all Senior Care Facilities to help deter the spread of COVID 19,MDHealthDept,COVID19,"https://t.co/nfXoPbGJFe,https://t.co/2lvipAwbRf",0.02083333333333333
Tue Mar 10 18:09:57 +0000 2020,1237440570173292546,"RT @GovLarryHogan: LIVE: COVID-19 Update - March 10, 2020

https://t.co/RZ4u27HRVq",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, LIVE COVID 19 Update March 10 2020,GovLarryHogan,,https://t.co/RZ4u27HRVq,0.13636363636363635
Tue Mar 10 14:50:23 +0000 2020,1237390349418426369,"Effective handwashing is a skill that you can practice every day to avoid getting sick and spreading germs to others. 

Learn the 5 simple steps: https://t.co/Uv74Juq8x5 https://t.co/XU3w6iP92F",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Effective handwashing is a skill that you can practice every day to avoid getting sick and spreading germs to others Learn the 5 simple steps,,,"https://t.co/Uv74Juq8x5,https://t.co/XU3w6iP92F",-0.038095238095238106
Tue Mar 10 13:00:00 +0000 2020,1237362569062408195,#DYK Women who experience intimate partner violence are three times more likely to get HIV/AIDS? Here's what every woman should know: https://t.co/BSEea8LmyZ #NWGHAAD https://t.co/9LFDPGpZ6z,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,DYK Women who experience intimate partner violence are three times more likely to get HIV AIDS Here s what every woman should know NWGHAAD,,"DYK,NWGHAAD","https://t.co/BSEea8LmyZ,https://t.co/9LFDPGpZ6z",0.2333333333333333
Tue Mar 10 01:06:46 +0000 2020,1237183079682387971,"RT @GovLarryHogan: State officials have identified Maryland’s sixth confirmed case of COVID-19, a PG County resident who contracted the vir…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, State officials have identified Maryland s sixth confirmed case of COVID 19 a PG County resident who contracted the vir,GovLarryHogan,,,0.4
Tue Mar 10 01:06:27 +0000 2020,1237182998203830280,"RT @CDCgov: Older adults and people of all ages with severe chronic medical conditions are more likely to develop serious outcomes, includi…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Older adults and people of all ages with severe chronic medical conditions are more likely to develop serious outcomes includi,CDCgov,,,0.06666666666666667
Mon Mar 09 19:42:28 +0000 2020,1237101466541633537,"RT @GovLarryHogan: LIVE: COVID-19 Update - March 9, 2020

https://t.co/VBDg8crm3O",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, LIVE COVID 19 Update March 9 2020,GovLarryHogan,,https://t.co/VBDg8crm3O,0.13636363636363635
Mon Mar 09 15:46:25 +0000 2020,1237042064191148034,"It can take your body up to a week to adapt to #DaylightSavingsTime. Be especially careful while driving, at work, and at home to protect against accidents. 

More tips to adjust to the time change: https://t.co/PbbZiSx2B3 https://t.co/vj5EIwoXLe",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,It can take your body up to a week to adapt to DaylightSavingsTime Be especially careful while driving at work and at home to protect against accidents More tips to adjust to the time change,,DaylightSavingsTime,"https://t.co/PbbZiSx2B3,https://t.co/vj5EIwoXLe",0.15
Sun Mar 08 21:47:06 +0000 2020,1236770444461686786,"RELEASE: Two additional positive cases of #COVID19 have been identified in Maryland. The state now has five total confirmed cases of novel coronavirus. 

@GovLarryHogan will hold a press conference tomorrow at 3:30 p.m. to provide an update.

https://t.co/RMghQ5Qz5i https://t.co/kXKeFXyEjd",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,RELEASE Two additional positive cases of COVID19 have been identified in Maryland The state now has five total confirmed cases of novel coronavirus will hold a press conference tomorrow at 3 30 p m to provide an update,GovLarryHogan,COVID19,"https://t.co/RMghQ5Qz5i,https://t.co/kXKeFXyEjd",0.2090909090909091
Sun Mar 08 14:17:08 +0000 2020,1236657204465487874,RT @GovLarryHogan: I have issued a directive requiring all state health insurers to waive costs associated with testing for COVID-19. Our h…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, I have issued a directive requiring all state health insurers to waive costs associated with testing for COVID 19 Our h,GovLarryHogan,,,0.0
Sat Mar 07 00:15:17 +0000 2020,1236082958026420225,"Members of the public who attended this event should monitor for symptoms of a respiratory infection.

Anyone who thinks they may have been exposed should should call @MDMEMA at 410-517-3720. Dial 2-1-1 with all other questions.

https://t.co/PVz9xSfc7b https://t.co/u4I6lG6gzX",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Members of the public who attended this event should monitor for symptoms of a respiratory infection Anyone who thinks they may have been exposed should should call at 410 517 3720 Dial 2 1 1 with all other questions,MDMEMA,,"https://t.co/PVz9xSfc7b,https://t.co/u4I6lG6gzX",-0.0625
Sat Mar 07 00:15:16 +0000 2020,1236082956617179137,"RELEASE: The @MDHealthDept has determined that a person confirmed to have COVID-19 attended a gathering at The Village at Rockville on 2/28/2020. Those who attended the event may be at risk for acquiring COVID-19.  

https://t.co/PVz9xSfc7b",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,RELEASE The has determined that a person confirmed to have COVID 19 attended a gathering at The Village at Rockville on 2 28 2020 Those who attended the event may be at risk for acquiring COVID 19,MDHealthDept,,https://t.co/PVz9xSfc7b,0.4
Fri Mar 06 23:22:55 +0000 2020,1236069781934989313,"RT @GovLarryHogan: .@GovLarryHogan COVID-19 Update - March 6, 2020 https://t.co/rOjeA6XqHJ",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, COVID 19 Update March 6 2020,"GovLarryHogan,GovLarryHogan",,https://t.co/rOjeA6XqHJ,0.0
Fri Mar 06 15:43:00 +0000 2020,1235954038031519744,"Problem gambling affects people of any age, gender, ethnicity or religion—and those affected often have increased rates of depression and suicidal behavior.

Find free counseling at: https://t.co/Hw8fC3sQS3",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Problem gambling affects people of any age gender ethnicity or religion and those affected often have increased rates of depression and suicidal behavior Find free counseling at,,,https://t.co/Hw8fC3sQS3,0.4
Fri Mar 06 03:54:43 +0000 2020,1235775793923571713,"RT @MDMEMA: @GovLarryHogan has issued a proclamation declaring a state of emergency in Maryland. #COVIDー19
-
With this declaration, he has…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, has issued a proclamation declaring a state of emergency in Maryland COVID 19 With this declaration he has,"MDMEMA,GovLarryHogan",COVID,,0.0
Fri Mar 06 03:54:30 +0000 2020,1235775739267616775,"Today, @MDHLaboratories confirmed three cases of #COVID19 in Montgomery County. The patients, who contracted the virus while traveling overseas, are in good condition and are in home quarantine. 

@GovLarryHogan has detailed the state’s ongoing response: https://t.co/sZ6yQwR19u https://t.co/rMFkLmkxvA",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Today confirmed three cases of COVID19 in Montgomery County The patients who contracted the virus while traveling overseas are in good condition and are in home quarantine has detailed the state s ongoing response,"MDHLaboratories,GovLarryHogan",COVID19,"https://t.co/sZ6yQwR19u,https://t.co/rMFkLmkxvA",0.5
Fri Mar 06 01:22:51 +0000 2020,1235737574112505857,"RT @GovLarryHogan: LIVE: COVID-19 Update - March 5, 2020

https://t.co/vrpBO8qiD8",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, LIVE COVID 19 Update March 5 2020,GovLarryHogan,,https://t.co/vrpBO8qiD8,0.13636363636363635
Fri Mar 06 01:17:13 +0000 2020,1235736159642415104,RT @GovLarryHogan: The state’s Public Health Laboratory in Baltimore has confirmed the first three positive cases of novel coronavirus in M…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, The state s Public Health Laboratory in Baltimore has confirmed the first three positive cases of novel coronavirus in M,GovLarryHogan,,,0.21931818181818183
Thu Mar 05 21:08:15 +0000 2020,1235673502184640512,"At this time, there are no confirmed cases of novel coronavirus #COVID19 in Maryland.

Have questions? Here's what you need to know: https://t.co/7Jt4qvkuiF https://t.co/Zj40fUbd0W",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,At this time there are no confirmed cases of novel coronavirus COVID19 in Maryland Have questions Here s what you need to know,,COVID19,"https://t.co/7Jt4qvkuiF,https://t.co/Zj40fUbd0W",-0.2
Thu Mar 05 17:18:20 +0000 2020,1235615642323021824,RT @GovLarryHogan: Our highest priority is keeping our residents safe. Today we submitted a supplemental budget that would provide $10 mill…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Our highest priority is keeping our residents safe Today we submitted a supplemental budget that would provide 10 mill,GovLarryHogan,,,0.5
Thu Mar 05 14:30:00 +0000 2020,1235573279055851520,"Did you know that the @USCensusBureau is bound by law to keep your personal info safe and confidential?

Learn more about how your #2020Census responses are protected: https://t.co/sPHiCvJM1Q https://t.co/76Ot1xgpNp",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Did you know that the is bound by law to keep your personal info safe and confidential Learn more about how your 2020Census responses are protected,USCensusBureau,2020Census,"https://t.co/sPHiCvJM1Q,https://t.co/76Ot1xgpNp",0.3333333333333333
Wed Mar 04 22:35:44 +0000 2020,1235333131768651776,"@RobbynLewis46th For the most up-to-date information and resources, Marylanders are encouraged to visit: https://t.co/IapRleLxTp",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,For the most up to date information and resources Marylanders are encouraged to visit,RobbynLewis46th,,https://t.co/IapRleLxTp,0.5
Wed Mar 04 16:28:47 +0000 2020,1235240783269130240,RT @GovLarryHogan: Today we are submitting emergency legislation which will allow us to transfer any necessary resources from the rainy day…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Today we are submitting emergency legislation which will allow us to transfer any necessary resources from the rainy day,GovLarryHogan,,,0.0
Wed Mar 04 14:30:00 +0000 2020,1235210892373045249,Do you know the difference between PrEP and PEP? Both are vital for HIV prevention—but how and when you use them are quite different. https://t.co/NwyxA3uCde,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Do you know the difference between PrEP and PEP Both are vital for HIV prevention but how and when you use them are quite different,,,https://t.co/NwyxA3uCde,0.05
Tue Mar 03 18:47:04 +0000 2020,1234913198517583872,".@GovLarryHogan today announced that @MDHLaboratories is approved for COVID-19 testing. 

This means that people may now be diagnosed faster through the @MDHealthDept labs in Baltimore.

Stay informed by visiting https://t.co/IapRlf38KX or calling 2-1-1. https://t.co/dV6NJTzbNk",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,today announced that is approved for COVID 19 testing This means that people may now be diagnosed faster through the labs in Baltimore Stay informed by visiting or calling 2 1 1,"GovLarryHogan,MDHLaboratories,MDHealthDept",,"https://t.co/IapRlf38KX,https://t.co/dV6NJTzbNk",0.0
Tue Mar 03 14:00:01 +0000 2020,1234840958002397184,"Handwashing can help prevent 1 in 5 respiratory illnesses. Follow these steps to wash your hands the right way. Wet, lather, scrub, rinse, dry. 

Learn more: https://t.co/jfHLfVpQ2H",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Handwashing can help prevent 1 in 5 respiratory illnesses Follow these steps to wash your hands the right way Wet lather scrub rinse dry Learn more,,,https://t.co/jfHLfVpQ2H,0.15476190476190477
Mon Mar 02 19:47:34 +0000 2020,1234566035887411200,"RT @GovLarryHogan: Though the public health threat in Maryland remains low, all levels of government are working diligently and in close co…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Though the public health threat in Maryland remains low all levels of government are working diligently and in close co,GovLarryHogan,,,0.0
Mon Mar 02 17:43:11 +0000 2020,1234534734568443905,"RELEASE: @MDHealthDept released public service announcements regarding #COVID19 preparedness efforts.

“Everyone can play a role in preparedness — stay informed and use every day healthy habits to limit exposure to illness,” said Secretary Robert R. Neall. https://t.co/NRJWAPnhnc https://t.co/NihPnUA11k",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,RELEASE released public service announcements regarding COVID19 preparedness efforts Everyone can play a role in preparedness stay informed and use every day healthy habits to limit exposure to illness said Secretary Robert R Neall,MDHealthDept,COVID19,"https://t.co/NRJWAPnhnc,https://t.co/NihPnUA11k",0.25
Mon Mar 02 14:00:00 +0000 2020,1234478565770416129,"When you move more every day, you can reach big goals over time. Small daily steps can add up to huge strides. 

For more ways to add activity to your life, visit: https://t.co/nYDM0Fg14G https://t.co/2NDkR2cVFV",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,When you move more every day you can reach big goals over time Small daily steps can add up to huge strides For more ways to add activity to your life visit,,,"https://t.co/nYDM0Fg14G,https://t.co/2NDkR2cVFV",0.19166666666666668
Sat Feb 29 21:27:22 +0000 2020,1233866374583324672,RT @CDC_Cancer: If you’re celebrating your 13th *actual* birthday this #LeapDay– are you getting screened for #ColorectalCancer? Even if yo…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Cancer If you re celebrating your 13th actual birthday this LeapDay are you getting screened for ColorectalCancer Even if yo,CDC_Cancer,"LeapDay,ColorectalCancer",,0.0
Sat Feb 29 14:00:00 +0000 2020,1233753791226204160,"#DYK Today is #RareDiseaseDay? More than 300 million patients make up the rare disease community worldwide. Sickle Cell Disease is just one of these rare diseases, occurring 1 out of every 365 African American births. Learn more: https://t.co/JMaIIxtoj8 #BHM https://t.co/f2WOiJHl8x",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,DYK Today is RareDiseaseDay More than 300 million patients make up the rare disease community worldwide Sickle Cell Disease is just one of these rare diseases occurring 1 out of every 365 African American births Learn more BHM,,"DYK,RareDiseaseDay,BHM","https://t.co/JMaIIxtoj8,https://t.co/f2WOiJHl8x",0.26666666666666666
Fri Feb 28 22:02:31 +0000 2020,1233512832488091649,"RT @GovLarryHogan: Today, my Cabinet received a detailed briefing on the state’s preparedness measures regarding the novel coronavirus (COV…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Today my Cabinet received a detailed briefing on the state s preparedness measures regarding the novel coronavirus COV,GovLarryHogan,,,0.4
Fri Feb 28 18:02:31 +0000 2020,1233452435575693316,"At this time, there are no confirmed cases of #COVID19 in Maryland.

@MDHealthDept will communicate with the public as the situation develops, providing updates and accurate information about how to protect yourself and your family.

What you need to know: https://t.co/7Jt4qvkuiF https://t.co/X5WEFehNVp",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,At this time there are no confirmed cases of COVID19 in Maryland will communicate with the public as the situation develops providing updates and accurate information about how to protect yourself and your family What you need to know,MDHealthDept,COVID19,"https://t.co/7Jt4qvkuiF,https://t.co/X5WEFehNVp",0.0666666666666667
Fri Feb 28 15:35:07 +0000 2020,1233415339867701253,RT @GovLarryHogan: Today I provided an update and announced additional steps the state is taking to protect Marylanders from the novel coro…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Today I provided an update and announced additional steps the state is taking to protect Marylanders from the novel coro,GovLarryHogan,,,0.0
Fri Feb 28 14:30:00 +0000 2020,1233398952948457472,"Your health is more important than this number. Eating disorders are serious medical illnesses that can affect a person’s physical and mental health; in some cases, they can be life-threatening. Know the signs and symptoms.
https://t.co/XkrG6ZFNNr. #NEDAwarenessWeek https://t.co/c46jC457EH",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Your health is more important than this number Eating disorders are serious medical illnesses that can affect a person s physical and mental health in some cases they can be life threatening Know the signs and symptoms NEDAwarenessWeek,,NEDAwarenessWeek,"https://t.co/XkrG6ZFNNr.,https://t.co/c46jC457EH",0.07777777777777778
Thu Feb 27 21:21:23 +0000 2020,1233140094871072768,.@GovLarryHogan holds a press conference to provide an update on Maryland’s preparedness for COVID-19. https://t.co/ZiEHkTpsSL,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,holds a press conference to provide an update on Maryland s preparedness for COVID 19,GovLarryHogan,,https://t.co/ZiEHkTpsSL,0.0
Thu Feb 27 19:18:30 +0000 2020,1233109170611605507,"RT @CDCgov: Teach kids the five easy steps for handwashing—wet, lather, scrub, rinse and dry—and the key times to wash hands, such as after…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Teach kids the five easy steps for handwashing wet lather scrub rinse and dry and the key times to wash hands such as after,CDCgov,,,0.053333333333333344
Thu Feb 27 14:30:00 +0000 2020,1233036565720420360,"For most smokers, quitting takes a lot of practice. But the more you work at it, the more likely you are to succeed.

Keep at it: https://t.co/qVhfmdyiFG https://t.co/Wxfn4BfaNm",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,For most smokers quitting takes a lot of practice But the more you work at it the more likely you are to succeed Keep at it,,,"https://t.co/qVhfmdyiFG,https://t.co/Wxfn4BfaNm",0.375
Wed Feb 26 21:22:55 +0000 2020,1232778090893344768,RT @NWS_BaltWash: Stay weather-aware this evening https://t.co/uM1NkhQcKP,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, BaltWash Stay weather aware this evening,NWS_BaltWash,,https://t.co/uM1NkhQcKP,0.25
Wed Feb 26 16:08:03 +0000 2020,1232698853112999936,"#DYK Maryland now offers enrollment for health coverage during tax season? Check the box on your income tax form to check out your options for free or low-cost health plans through @MarylandConnect. 

Learn more: https://t.co/QztOv8zj5t https://t.co/ufqRDZ8geX",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,DYK Maryland now offers enrollment for health coverage during tax season Check the box on your income tax form to check out your options for free or low cost health plans through Learn more,MarylandConnect,DYK,"https://t.co/QztOv8zj5t,https://t.co/ufqRDZ8geX",0.25
Wed Feb 26 16:06:32 +0000 2020,1232698471137677312,RT @nnedv: We visited @MDHealthDept last week for a training on the intersection of domestic violence and HIV! We're building collaboration…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, We visited last week for a training on the intersection of domestic violence and HIV We re building collaboration,"nnedv,MDHealthDept",,,0.0
Wed Feb 26 14:48:22 +0000 2020,1232678799122153472,"RT @HHSGov: Five steps to effectively wash your hands:

1. Wet your hands and apply soap
2. Lather your hands 
3. Scrub for at least 20 sec…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Five steps to effectively wash your hands 1 Wet your hands and apply soap 2 Lather your hands 3 Scrub for at least 20 sec,HHSGov,,,0.025
